2002,2003,2002,2003,2002,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,8123,8123,8123,8123,8900,8901,8902,8903
2102,2103,2102,2103,2102,2103,2102,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,8123,8123,8123,9000,9001,9002,9003
2002,2003,2002,2003,2002,2003,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2002,2002,2003,2002,2003,2002,2003,2002,2003,2003,2002,2003,2002,2002,2003,2002,8123,8123,8123,8123,8123,8123
2102,2103,2102,2103,2102,2103,2103,2103,2102,2103,2102,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2103,2102,2102,2002,2102,2103,2102,2102,8123,8123,8123,8123,8123
2002,2003,2002,2003,2002,2003,2002,2002,2003,2002,2002,2002,2003,2002,2003,2002,2002,2002,2003,2002,2002,2002,2003,2002,2002,2003,2002,2003,2002,2003,2102,2002,2003,2002,2003,2003,2002,2003,2002,2003
2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2002,2003,2002,2003,2102,2103,2102,2102,2002,2102,2103,2102,2102,2103,2102,2103,2102,2103
2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2003,2002,2003,2002,2003,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2003,2002,2003,2002,2002,2003,2002,2003,2002,2003
2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2102,2103,2102,2002,2002,2003,2002,2003,2002,2003,2002,2003,2002,2002,2102,2103,2102,2103,2102,2103,2102,2103,2102,2102,2103,2102,2103,2102,2103
2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2002,2002,2002,2002,2002,2103,2102,2102,2102,2103,2002,2002,2002,2003,2002,2103,2002,2002,2003,2002,2003,2002,2003
2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103
2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003
2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103
2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003
2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2002,2003,2003,2003,2003,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103
2002,2003,2002,2003,2002,2003,2002,2002,2002,2002,2002,2003,2103,2003,2003,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003
2102,2103,2102,2103,2102,2103,2102,2002,2002,2002,2102,2002,2003,2103,2103,2003,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103
2002,2003,2002,2003,2002,2003,2002,2002,2002,2002,2002,2002,2002,2003,2103,2103,2003,2003,2002,2003,2002,2003,2002,2003,1902,1902,1902,1902,1902,1902,1902,1903,2002,2003,2002,2003,2002,2003,2002,2003
2102,2103,2102,2103,2102,2103,2102,2002,2002,2002,2002,2102,2002,2002,2003,2103,2103,2103,2102,2103,2102,2103,2102,1902,2002,2002,2002,2002,2002,2002,1902,1902,1903,2103,2102,2103,2102,2103,2102,2103
2002,2003,2002,2003,2002,2003,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2002,2003,2002,2003,2002,2002,2102,2102,2102,2102,2102,2102,1902,1903,1903,2003,2002,2003,2002,2003,2002,2003
2102,2103,2102,2103,2002,2002,2002,2002,2002,2003,2002,2003,2003,2103,2103,2103,2103,2003,2003,2103,2102,2002,2002,2102,1902,1902,1902,1902,1902,1903,1903,1903,2003,1902,1902,1903,2102,2103,2102,2103
2002,2003,2002,2003,2002,2002,2003,2003,2003,2002,2003,2003,2103,2002,2102,2102,2103,2103,2103,2003,1902,1902,1902,2202,2002,2002,2002,2002,1902,1902,1902,1902,1903,2002,1902,1903,2002,2003,2002,2003
2102,2103,2102,2103,2102,2002,2003,2103,2003,2003,2003,2103,2002,2002,2002,2102,2102,2102,2103,2103,2002,2002,2002,2202,2102,2102,2102,2102,2002,2002,1902,1903,1903,1903,1903,1903,2102,2103,2102,2103
2002,2003,2002,2003,2002,2002,2002,2003,2103,2003,2103,2002,2002,2002,2102,2102,2103,2003,2002,2003,2102,2102,2102,2102,2202,2202,2202,2202,2102,2102,1902,1903,2003,1903,2003,2003,2002,2003,2002,2003
2102,2103,2102,2103,2102,2002,2102,2103,2103,2103,2002,2002,2003,2002,2102,2103,2102,2103,2102,2103,2202,2202,2202,2202,2202,2202,2203,2203,2202,2202,2002,2003,2103,2003,2103,2103,2102,2103,2102,2103
2002,2003,2002,2003,2002,2102,2102,2103,2102,2002,2102,2002,2002,2002,2102,2103,2002,2003,2002,2003,2002,2003,2202,2102,2102,2102,2202,2203,2203,2103,2102,2103,2203,2103,2203,2203,2002,2003,2002,2003
2102,2103,2102,2103,2102,2103,2102,2103,2102,2102,2102,2102,2102,2102,2102,2103,2102,2103,2102,2103,2004,2003,2003,2202,2202,2202,2202,2202,2203,2203,2202,2203,2203,2203,2003,2103,2102,2103,2102,2103
2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2004,2004,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2102,2103,2003,2002,2003,2002,2003
2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103
2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003,2002,2003
2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103,2102,2103
